Player,From,To,Pos,Ht,Wt,Birth Date,College
Sam Smith\smithsa01,1968,1971,F,200,230,January 27 1944,Kentucky Wesleyan College
Sam Smith\smithsa02,1979,1980,G,193,200,January 8 1955,University of Nevada Las Vegas
Steve Smith\smithst01,1992,2005,G,200,200,March 31 1969,Michigan State University
Steven Smith\smithst03,2007,2007,F,203,235,April 12 1983,La Salle University
Stevin Smith\smithst02,1997,1997,G,187,208,January 24 1972,Arizona State University
Theron Smith\smithth01,2004,2005,F,203,225,October 3 1980,Ball State University
Tony Smith\smithto02,1991,2001,G,190,185,June 14 1968,Marquette University
William Smith\smithwi01,1972,1973,C,213,220,February 14 1949,Syracuse University
Willie Smith\smithwi02,1977,1980,G,187,170,October 26 1953,University of Missouri
Rik Smits\smitsri01,1989,2000,C,223,250,August 23 1966,Marist College
Mike Smrek\smrekmi01,1986,1992,C,213,250,August 31 1962,Canisius College
Joe Smyth\smythjo01,1954,1954,F,190,215,May 22 1929,Niagara University
Tony Snell\snellto01,2014,2017,G-F,200,200,November 10 1991,University of New Mexico
Eric Snow\snower01,1996,2008,G,190,190,April 24 1973,Michigan State University
Dick Snyder\snydedi01,1967,1979,G-F,195,207,February 1 1944,Davidson College
Kirk Snyder\snydeki01,2005,2008,G,198,225,June 5 1983,University of Nevada Reno
Chips Sobek\sobekch01,1950,1950,G-F,182,180,February 10 1920,University of Notre Dame
Ricky Sobers\soberri01,1976,1986,G,190,198,January 15 1953,University of Nevada Las Vegas
Ron Sobie\sobiero01,1957,1960,G,190,185,September 21 1934,DePaul University
Mike Sojourner\sojoumi01,1975,1977,C-F,205,225,October 16 1953,University of Utah
Willard Sojourner\sojouwi01,1972,1975,C-F,203,225,September 10 1948,Weber State University
Will Solomon\solomwi01,2002,2009,G,185,185,July 20 1978,Clemson University
Willie Somerset\somerwi01,1966,1969,G,172,170,March 17 1942,Duquesne University
Darius Songaila\songada01,2004,2011,F,205,248,February 14 1978,Wake Forest University
Dave Sorenson\sorenda01,1971,1973,F,203,225,July 8 1948,Ohio State University
James Southerland\southja01,2014,2014,F,203,215,April 28 1990,Syracuse University
Gino Sovran\sovragi01,1947,1947,F-G,187,175,December 17 1924,University of Detroit Mercy
Pape Sow\sowpa01,2005,2007,F,208,250,November 22 1981,California State University Fullerton
Ken Spain\spainke01,1971,1971,C,205,225,October 6 1946,University of Houston
Jim Spanarkel\spanaji01,1980,1984,G-F,195,190,June 28 1957,Duke University
Vassilis Spanoulis\spanova01,2007,2007,G,193,195,August 7 1982,
Daniel Sparks\sparkda01,1969,1970,F,203,200,April 17 1945,Weber State University
Guy Sparrow\sparrgu01,1958,1960,F,198,218,November 2 1932,University of Detroit Mercy
Rory Sparrow\sparrro01,1981,1992,G,187,175,June 12 1958,Villanova University
Odie Spears\spearod01,1949,1957,G,195,205,June 26 1925,Western Kentucky University
Art Spector\spectar01,1947,1950,F,193,200,October 17 1920,Villanova University
Marreese Speights\speigma01,2009,2017,C-F,208,255,August 4 1987,University of Florida
Andre Spencer\spencan01,1993,1994,F,198,210,July 20 1964,Northern Arizona University
Elmore Spencer\spencel01,1993,1997,C,213,270,December 6 1969,University of Nevada Las Vegas
Felton Spencer\spencfe01,1991,2002,C,213,265,January 15 1968,University of Louisville
Lou Spicer\spicelo01,1947,1947,F,187,195,November 12 1922,Syracuse University
Craig Spitzer\spitzcr01,1968,1968,C,213,225,December 18 1945,Tulane University
Tiago Splitter\splitti01,2011,2017,F-C,210,245,January 1 1985,
Art Spoelstra\spoelar01,1955,1958,C,205,220,September 11 1932,Western Kentucky University
Bruce Spraggins\spragbr01,1968,1968,F,195,188,,Virginia Union University
Latrell Sprewell\sprewla01,1993,2005,G,195,190,September 8 1970,University of Alabama
Larry Spriggs\sprigla01,1982,1986,F,200,230,September 8 1959,Howard University
Jim Springer\sprinji01,1949,1949,C,205,235,June 17 1926,
Jim Spruill\spruiji01,1949,1949,G,187,225,February 26 1923,Rice University
Ryan Stack\stackry01,1999,2000,F,210,215,July 24 1975,University of South Carolina
Jerry Stackhouse\stackje01,1996,2013,G-F,198,218,November 5 1974,University of North Carolina
Kevin Stacom\stacoke01,1975,1982,G,190,185,September 4 1951,Providence College
Erv Staggs\stagger01,1970,1970,F-G,198,195,,Cheyney University of Pennsylvania
Bud Stallworth\stallbu01,1973,1977,F-G,195,190,January 18 1950,University of Kansas
Dave Stallworth\stallda01,1966,1975,F-C,200,200,December 20 1941,Wichita State University
Ed Stanczak\stanced01,1950,1951,F,185,185,August 15 1921,
Terence Stansbury\stanste01,1985,1987,G,195,170,February 27 1961,Temple University
John Starks\starkjo01,1989,2002,G,190,180,August 10 1965,Oklahoma State University
Keith Starr\starrke01,1977,1977,G-F,198,190,March 14 1954,University of Pittsburgh
Nik Stauskas\stausni01,2015,2017,G,198,205,October 7 1993,University of Michigan
Larry Staverman\stavela01,1959,1964,F,200,205,October 11 1936,Thomas More College
Larry Steele\steella01,1972,1980,G-F,195,180,May 5 1949,University of Kentucky
Matt Steigenga\steigma01,1997,1997,F,200,225,March 27 1970,Michigan State University
Vladimir Stepania\stepavl01,1999,2004,C,213,236,May 8 1976,
D.J. Stephens\stephdj01,2014,2014,G-F,195,188,December 19 1990,University of Memphis
Everette Stephens\stephev01,1989,1991,G,187,175,October 21 1966,Purdue University
Jack Stephens\stephja01,1956,1956,G-F,190,185,May 18 1933,University of Notre Dame
Joe Stephens\stephjo01,1997,2000,F,200,210,January 28 1973,University of Arkansas at Little Rock
Lance Stephenson\stephla01,2011,2017,G-F,195,230,September 5 1990,University of Cincinnati
Alex Stepheson\stephal01,2016,2016,F,208,270,August 7 1987,University of Southern California
Brook Steppe\steppbr01,1983,1989,G-F,195,195,November 7 1959,Georgia Institute of Technology
Barry Stevens\steveba01,1993,1993,G-F,195,195,January 17 1963,Iowa State University
Wayne Stevens\stevewa01,1960,1960,F,190,185,June 19 1936,University of Cincinnati
DeShawn Stevenson\stevede01,2001,2013,G,195,210,April 3 1981,
Dennis Stewart\stewade01,1971,1971,F,198,220,April 11 1947,University of Michigan
Kebu Stewart\stewake01,1998,1998,F,203,239,December 19 1973,California State University Bakersfield
Larry Stewart\stewala01,1992,1997,F,203,220,September 21 1968,Coppin State University
Michael Stewart\stewami01,1998,2005,C,208,230,April 25 1975,University of California
Norm Stewart\stewano01,1957,1957,F,195,205,January 20 1935,University of Missouri
Greg Stiemsma\stiemgr01,2012,2015,C,210,260,September 26 1985,University of Wisconsin
Steve Stipanovich\stipast01,1984,1988,C,210,245,November 17 1960,University of Missouri
Bryant Stith\stithbr01,1993,2002,G,195,208,December 10 1970,University of Virginia
Sam Stith\stithsa01,1962,1962,G,187,185,July 22 1937,St. Bonaventure University
Tom Stith\stithto01,1963,1963,F,195,210,January 21 1939,St. Bonaventure University
Alex Stivrins\stivral01,1986,1993,F,203,220,November 29 1962,University of Colorado
David Stockton\stockda01,2015,2015,G,180,165,June 24 1991,Gonzaga University
John Stockton*\stockjo01,1985,2003,G,185,170,March 26 1962,Gonzaga University
Peja Stojakovic\stojape01,1999,2011,F-G,205,220,June 9 1977,
Ed Stokes\stokeed01,1998,1998,C,213,264,September 3 1971,University of Arizona
Greg Stokes\stokegr01,1986,1990,F-C,208,220,August 5 1963,University of Iowa
Jarnell Stokes\stokeja01,2015,2017,F-C,205,263,January 7 1994,University of Tennessee
Maurice Stokes*\stokema01,1956,1958,F-C,200,232,June 17 1933,Saint Francis University
Art Stolkey\stolkar01,1947,1947,G,185,180,October 23 1920,University of Detroit Mercy
Randy Stoll\stollra01,1968,1968,C,200,235,,Washington State University
Diamond Stone\stonedi01,2017,2017,C,210,255,February 10 1997,University of Maryland
George Stone\stonege01,1969,1972,F,200,195,February 9 1946,Marshall University
Julyan Stone\stoneju01,2012,2014,G,198,200,December 7 1988,University of Texas at El Paso
Awvee Storey\storeaw01,2005,2008,G-F,198,222,April 18 1977,Arizona State University
Damon Stoudamire\stoudda01,1996,2008,G,177,171,September 3 1973,University of Arizona
Salim Stoudamire\stoudsa01,2006,2008,G,185,179,October 11 1982,University of Arizona
Amar'e Stoudemire\stoudam01,2003,2016,F-C,208,245,November 16 1982,
Paul Stovall\stovapa01,1973,1974,F,193,215,August 16 1948,Arizona State University
D.J. Strawberry\strawdj01,2008,2008,G,195,201,June 15 1985,University of Maryland
Joe Strawder\strawjo01,1966,1968,C,208,235,September 21 1940,Bradley University
Bill Stricker\stricbi01,1971,1971,F,205,210,January 22 1948,University of the Pacific
Erick Strickland\stricer01,1997,2005,G,190,210,November 25 1973,University of Nebraska
Mark Strickland\stricma01,1995,2003,F,205,210,July 14 1970,Temple University
Rod Strickland\stricro02,1989,2005,G,190,175,July 11 1966,DePaul University
Roger Strickland\stricro01,1964,1964,F,195,200,September 4 1940,Jacksonville University
John Stroeder\stroejo01,1988,1989,F,208,260,July 24 1958,University of Montana
Derek Strong\stronde01,1992,2001,F,203,220,February 9 1968,Xavier University
Lamont Strothers\strotla01,1992,1993,G,193,190,May 10 1968,Christopher Newport University
John Stroud\stroujo01,1981,1981,F,200,215,October 29 1957,University of Mississippi
Red Stroud\stroure01,1968,1968,G,182,160,May 2 1941,Mississippi State University
Rodney Stuckey\stuckro01,2008,2017,G,195,210,April 21 1986,Eastern Washington University
Gene Stump\stumpge01,1948,1950,F-G,187,185,November 13 1923,DePaul University
Stan Stutz\stutzst01,1947,1949,G-F,177,170,April 14 1920,University of Rhode Island
Gary Suiter\suitega01,1971,1971,C-F,205,225,January 18 1945,Midwestern State University
Jared Sullinger\sullija01,2013,2017,F,205,260,March 4 1992,Ohio State University
DaJuan Summers\summeda01,2010,2013,F,203,230,January 24 1988,Georgetown University
Barry Sumpter\sumptba01,1989,1989,F-C,210,215,November 11 1965,Austin Peay State University
Don Sunderlage\sundedo01,1954,1955,G,185,180,December 20 1929,University of Illinois at Urbana-Champaign
Bruno Sundov\sundobr01,1999,2005,C,218,220,February 10 1980,
Jon Sundvold\sundvjo01,1984,1992,G,187,170,July 2 1961,University of Missouri
Bob Sura\surabo01,1996,2005,G,195,200,March 25 1973,Florida State University
Dick Surhoff\surhodi01,1953,1954,F,193,210,November 16 1929,Long Island University
George Sutor\sutorge01,1968,1970,C,203,235,September 14 1943,La Salle University
Dane Suttle\suttlda01,1984,1985,G,190,190,August 9 1961,Pepperdine University
Greg Sutton\suttogr01,1992,1996,G,187,170,December 3 1967,Oral Roberts University
Keith Swagerty\swageke01,1969,1970,F,200,235,October 30 1945,University of the Pacific
Bennie Swain\swainbe01,1959,1959,F,203,220,December 16 1933,Texas Southern University
Norm Swanson\swansno01,1954,1954,F,198,210,October 4 1930,University of Detroit Mercy
Dan Swartz\swartda01,1963,1963,F,193,215,December 23 1934,Morehead State University
Mike Sweetney\sweetmi01,2004,2007,F,203,275,October 25 1982,Georgetown University
Robert Swift\swiftro01,2005,2009,C,213,245,December 3 1985,
Skeeter Swift\swiftsk01,1970,1974,G,190,204,June 19 1946,East Tennessee State University
Stromile Swift\swiftst01,2001,2009,F,205,225,November 21 1979,Louisiana State University
Aaron Swinson\swinsaa01,1995,1995,F,195,230,January 9 1971,Auburn University
Pape Sy\sypa01,2011,2011,F,200,225,April 5 1988,
Buck Sydnor\sydnobu01,1947,1947,G,177,175,September 19 1921,Western Kentucky University
Larry Sykes\sykesla01,1996,1996,F,205,255,April 11 1973,Xavier University
Brett Szabo\szabobr01,1997,1997,C,210,230,February 1 1968,Augustana College (SD)
Wally Szczerbiak\szczewa02,2000,2009,F,200,244,March 5 1977,Miami University
Walt Szczerbiak\szczewa01,1972,1972,F,198,210,August 21 1949,George Washington University
Zan Tabak\tabakza01,1995,2001,C,213,245,June 15 1970,
Yuta Tabuse\tabusyu01,2005,2005,G,175,165,October 5 1980,Brigham Young University Hawaii
Chris Taft\taftch01,2006,2006,F,208,260,March 10 1985,University of Pittsburgh
Sid Tanenbaum\tanensi01,1948,1949,G,182,160,October 8 1925,New York University
Dragan Tarlac\tarladr01,2001,2001,C,208,260,May 9 1973,
Roy Tarpley\tarplro01,1987,1995,C-F,210,230,November 28 1964,University of Michigan
Levern Tart\tartle01,1968,1971,G-F,187,195,June 1 1942,Bradley University
Earl Tatum\tatumea01,1977,1980,G-F,195,185,July 26 1953,Marquette University
Edy Tavares\tavarwa01,2016,2017,C,220,260,March 22 1992,
Anthony Taylor\tayloan01,1989,1989,G,193,175,November 30 1965,University of Oregon
Brian Taylor\taylobr01,1973,1982,G,187,185,June 9 1951,Princeton University
Donell Taylor\taylodo01,2006,2007,G,198,180,July 26 1982,University of Alabama at Birmingham
Fatty Taylor\taylofa01,1970,1977,G,182,175,March 13 1946,La Salle University
Fred Taylor\taylofr01,1971,1972,G-F,195,180,February 5 1948,University of Texas-Pan American
Isaiah Taylor\taylois01,2017,2017,G,190,170,July 11 1994,University of Texas at Austin
Jay Taylor\tayloja01,1990,1990,G,190,190,October 3 1967,Eastern Illinois University
Jeff Taylor\tayloje01,1983,1987,G,193,175,January 1 1960,Texas Tech University
Jeffery Taylor\tayloje03,2013,2015,F,200,225,May 23 1989,Vanderbilt University
Jermaine Taylor\tayloje02,2010,2011,G,193,210,December 8 1986,University of Central Florida
Johnny Taylor\taylojo01,1998,2000,F,205,220,June 4 1974,University of Tennessee at Chattanooga
Leonard Taylor\taylole01,1990,1990,F,203,220,May 2 1966,University of California
Maurice Taylor\tayloma01,1998,2007,F,205,260,October 30 1976,University of Michigan
Mike Taylor\taylomi01,2009,2009,G,187,165,January 21 1986,Iowa State University
Oliver Taylor\taylool01,1971,1974,G-F,187,194,March 7 1947,University of Houston
Ronald Taylor\tayloro01,1970,1972,C,215,265,November 21 1947,University of Southern California
Tyshawn Taylor\tayloty01,2013,2014,G,190,185,April 12 1990,University of Kansas
Vince Taylor\taylovi01,1983,1983,G-F,195,180,September 11 1960,Duke University
Terry Teagle\teaglte01,1983,1993,F-G,195,195,April 10 1960,Baylor University
Jeff Teague\teaguje01,2010,2017,G,187,186,June 10 1988,Wake Forest University
Marquis Teague\teaguma01,2013,2014,G,187,189,February 28 1993,University of Kentucky
Mirza Teletovic\teletmi01,2013,2017,F,205,242,September 18 1985,
Sebastian Telfair\telfase01,2005,2015,G,182,165,June 9 1985,
Collis Temple\templco01,1975,1975,F,203,220,November 8 1952,Louisiana State University
Garrett Temple\templga01,2010,2017,G,198,195,May 8 1986,Louisiana State University
Ira Terrell\terreir01,1977,1979,F-C,203,200,June 19 1954,Southern Methodist University
Carlos Terry\terryca01,1981,1983,G-F,195,210,June 22 1956,Winston-Salem State University
Chuck Terry\terrych01,1973,1977,F,198,215,September 27 1950,California State University Long Beach
Claude Terry\terrycl01,1973,1978,G-F,193,195,January 12 1950,Stanford University
Jason Terry\terryja01,2000,2017,G,187,185,September 15 1977,University of Arizona
Hasheem Thabeet\thabeha01,2010,2014,C,220,263,February 16 1987,University of Connecticut
Tom Thacker\thackto01,1964,1971,G-F,187,170,November 2 1939,University of Cincinnati
Floyd Theard\thearfl01,1970,1970,G,185,170,September 5 1944,Kentucky State University
Reggie Theus\theusre01,1979,1991,G,200,190,October 13 1957,University of Nevada Las Vegas
Peter Thibeaux\thibepe01,1985,1986,F,200,210,October 3 1961,Saint Mary's College of California
Bill Thieben\thiebbi01,1957,1958,F-C,200,215,March 28 1935,Hofstra University
Justus Thigpen\thigpju01,1970,1974,G,185,160,August 13 1947,Weber State University
David Thirdkill\thirdda01,1983,1987,F-G,200,195,April 12 1960,Bradley University
Adonis Thomas\thomaad01,2014,2014,F,200,200,March 25 1993,University of Memphis
Billy Thomas\thomabi01,2005,2008,G,193,208,December 23 1975,University of Kansas
Carl Thomas\thomaca01,1992,1998,G,193,175,October 3 1969,Eastern Michigan University
Charles Thomas\thomach01,1992,1992,G,190,175,October 3 1969,Eastern Michigan University
Etan Thomas\thomaet01,2002,2011,F,205,256,April 1 1978,Syracuse University
Irving Thomas\thomair01,1991,1991,F,203,225,January 2 1966,Florida State University
Isaiah Thomas\thomais02,2012,2017,G,175,185,February 7 1989,University of Washington
Isiah Thomas*\thomais01,1982,1994,G,185,180,April 30 1961,Indiana University
Jamel Thomas\thomaja01,2000,2001,F,198,215,March 25 1973,Providence College
James Thomas\thomaja02,2005,2006,F,203,235,November 22 1980,University of Texas at Austin
Jim Thomas\thomaji01,1984,1991,G,190,190,October 19 1960,Indiana University
